1 23
1 36
1 88
1 99
2 56
2 80
2 86
2 92
3 13
3 21
3 22
3 45
4 11
4 41
4 68
4 80
5 7
5 62
5 93
5 96
6 21
6 44
6 62
6 88
7 35
7 39
7 57
7 80
8 4
8 69
8 72
8 87
9 19
9 44
9 85
9 95
10 4
10 31
10 48
10 77
11 30
11 50
11 59
11 98
12 8
12 42
12 52
12 71
13 28
13 36
13 71
13 73
14 8
14 27
14 69
14 97
15 31
15 40
15 42
15 87
16 2
16 10
16 87
16 98
17 18
17 58
17 67
17 68
18 2
18 46
18 58
18 95
19 7
19 9
19 81
19 88
20 40
20 42
20 55
20 94
21 25
21 29
21 90
21 97
22 3
22 6
22 25
22 33
23 21
23 52
23 57
23 64
24 52
24 71
24 79
24 90
25 22
25 33
25 63
25 90
26 12
26 15
26 20
27 14
27 37
27 41
27 66
28 14
28 52
28 70
28 88
29 5
29 21
29 25
29 33
30 15
30 35
30 38
30 79
31 10
31 14
31 33
31 94
32 17
32 53
32 63
32 65
33 5
33 23
33 31
33 97
34 46
34 50
34 74
34 95
35 30
35 46
35 65
35 95
36 12
36 13
36 84
37 1
37 64
37 71
37 96
38 4
38 67
38 68
38 99
39 56
39 75
39 95
39 99
40 15
40 50
40 59
40 69
41 12
41 14
41 30
41 70
42 5
42 20
42 82
42 98
43 9
43 34
43 56
43 83
44 6
44 7
44 64
44 81
45 27
45 66
45 78
45 84
46 11
46 17
46 50
46 89
47 18
47 34
47 53
47 75
48 2
48 69
48 87
48 100
49 34
49 56
49 75
49 79
50 32
50 49
50 84
50 98
51 17
51 50
51 61
51 75
52 7
52 19
52 41
52 44
53 17
53 34
53 67
53 85
54 22
54 25
54 62
54 85
55 32
55 65
55 78
55 86
56 23
56 35
56 44
56 79
57 12
57 28
57 37
57 90
58 39
58 43
58 72
58 95
59 10
59 40
59 78
59 86
60 22
60 81
60 83
60 93
61 46
61 47
61 67
61 68
62 54
62 76
62 95
62 99
63 6
63 17
63 31
63 42
64 54
64 56
64 57
64 88
65 26
65 38
65 52
65 68
66 14
66 36
66 71
66 78
67 11
67 17
67 46
67 53
68 43
68 52
68 65
68 72
69 8
69 52
69 71
69 92
70 9
70 39
70 63
70 79
71 1
71 12
71 13
71 78
72 4
72 8
72 39
72 68
73 29
73 33
73 63
73 93
74 51
74 76
74 81
74 83
75 49
75 50
75 53
75 62
76 21
76 62
76 85
76 88
77 4
77 12
77 26
77 30
78 21
78 40
78 90
78 98
79 1
79 23
79 35
79 70
80 2
80 43
80 70
80 83
81 9
81 56
81 85
81 95
82 20
82 41
82 94
82 97
83 7
83 9
83 18
83 85
84 21
84 25
84 49
84 63
85 6
85 60
85 81
86 32
86 59
86 61
86 98
87 10
87 20
87 69
87 72
88 9
88 35
88 52
88 70
89 43
89 51
89 53
89 58
90 6
90 13
90 22
90 84
91 44
91 76
91 81
91 93
92 41
92 70
92 80
92 88
93 21
93 25
93 49
93 60
94 3
94 33
94 42
94 84
95 18
95 34
95 83
96 5
96 13
96 24
96 25
97 31
97 42
97 84
97 90
98 8
98 31
98 40
98 50
99 2
99 9
99 52
99 68
100 10
100 41
100 57
100 69
