*Vertices 100
*Arcs
1 33
1 48
1 66
1 81
2 7
2 31
2 43
2 53
3 14
3 19
3 71
3 91
4 46
4 71
4 89
4 95
5 21
5 33
5 98
5 99
6 22
6 30
6 63
6 79
7 42
7 49
7 97
7 100
8 9
8 14
8 29
8 54
9 6
9 14
9 29
9 32
10 51
10 57
10 66
10 81
11 70
11 77
11 78
11 96
12 5
12 34
12 42
12 57
13 2
13 5
13 9
13 46
14 19
14 29
14 32
14 86
15 2
15 35
15 50
15 68
16 37
16 45
16 76
16 82
17 8
17 74
17 87
17 88
18 17
18 38
18 58
18 99
19 41
19 60
19 66
19 78
20 25
20 32
20 55
20 61
21 8
21 24
21 54
21 72
22 8
22 67
22 74
22 84
23 30
23 55
23 67
23 83
24 15
24 52
24 79
24 86
25 14
25 20
25 26
25 95
26 14
26 60
26 71
26 91
27 5
27 28
27 43
27 66
28 44
28 46
28 70
28 79
29 17
29 61
29 70
29 81
30 24
30 65
30 94
30 97
31 1
31 45
31 82
31 99
32 7
32 11
32 64
32 97
33 46
33 54
33 72
33 99
34 12
34 15
34 38
34 71
35 10
35 24
35 46
35 64
36 25
36 52
36 60
36 70
37 72
37 75
37 85
37 90
38 27
38 42
38 50
38 67
39 30
39 51
39 57
39 83
40 10
40 58
40 75
40 82
41 8
41 44
41 51
41 61
42 43
42 64
42 69
42 100
43 18
43 24
43 58
43 80
44 39
44 49
44 67
44 80
45 37
45 50
45 60
45 97
46 9
46 35
46 55
46 74
47 16
47 57
47 79
47 91
48 13
48 27
48 32
48 40
49 16
49 23
49 68
49 87
50 7
50 12
50 30
50 73
51 3
51 22
51 26
51 57
52 11
52 35
52 57
52 62
53 3
53 18
53 40
53 69
54 20
54 21
54 41
54 81
55 7
55 22
55 59
55 70
56 69
56 70
56 87
56 97
57 22
57 34
57 51
57 83
58 15
58 26
58 34
58 85
59 17
59 41
59 55
59 90
60 58
60 63
60 85
60 97
61 13
61 25
61 29
61 71
62 15
62 20
62 35
62 70
63 30
63 53
63 79
63 80
64 32
64 42
64 80
64 83
65 38
65 93
65 94
65 98
66 5
66 9
66 51
66 96
67 43
67 45
67 65
67 72
68 11
68 64
68 67
68 86
69 26
69 52
69 63
69 75
70 5
70 17
70 53
70 94
71 11
71 15
71 21
71 42
72 52
72 55
72 56
72 57
73 55
73 71
73 75
73 87
74 10
74 22
74 51
74 68
75 15
75 16
75 42
75 77
76 21
76 32
76 47
76 58
77 19
77 76
77 80
77 85
78 6
78 43
78 57
78 97
79 22
79 56
79 88
79 96
80 30
80 45
80 46
80 73
81 8
81 41
81 59
81 61
82 6
82 58
82 66
82 96
83 15
83 42
83 51
83 76
84 29
84 51
84 62
84 81
85 20
85 40
85 94
85 97
86 13
86 36
86 47
86 95
87 68
87 81
87 91
87 95
88 24
88 32
88 34
88 36
89 21
89 24
89 49
89 51
90 5
90 47
90 52
90 79
91 21
91 26
91 72
91 95
92 31
92 41
92 87
92 88
93 25
93 49
93 65
93 92
94 30
94 45
94 47
94 86
95 26
95 43
95 74
95 91
96 48
96 55
96 68
96 83
97 27
97 48
97 68
97 80
98 39
98 42
98 82
98 89
99 35
99 46
99 48
99 57
100 20
100 53
100 94
100 97
